Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
nc,71570065,4,"Saturday, May 14, 2011 16:50:47 UTC",38.9750,-123.3630,1.8,4.50,12,"Northern California"
uw,05141636,1,"Saturday, May 14, 2011 16:36:17 UTC",46.7341,-120.8521,2.0,7.10,20,"Washington"
ak,10233421,2,"Saturday, May 14, 2011 16:27:55 UTC",62.0298,-148.8917,2.4,23.60,41,"Central Alaska"
ak,10233418,2,"Saturday, May 14, 2011 16:27:04 UTC",56.0446,-156.2008,3.3,22.00,42,"Alaska Peninsula"
nc,71570060,2,"Saturday, May 14, 2011 16:23:57 UTC",40.0725,-121.5175,1.9,3.70,18,"Northern California"
ak,10233412,2,"Saturday, May 14, 2011 16:15:14 UTC",61.3137,-152.2123,1.3,5.70,15,"Southern Alaska"
ci,14985284,3,"Saturday, May 14, 2011 15:59:05 UTC",35.1553,-118.3907,1.2,0.00, 7,"Central California"
nc,71570050,2,"Saturday, May 14, 2011 15:57:22 UTC",39.2320,-123.1772,2.2,7.60,47,"Northern California"
ci,14985276,3,"Saturday, May 14, 2011 15:54:46 UTC",32.5450,-115.7118,1.6,3.40,10,"Baja California, Mexico"
ak,10236042,2,"Saturday, May 14, 2011 15:52:37 UTC",54.9037,-160.3634,2.3,31.90, 8,"Alaska Peninsula"
ak,10233406,3,"Saturday, May 14, 2011 15:32:51 UTC",63.2031,-151.3362,1.8,4.90,19,"Central Alaska"
pr,11134003,0,"Saturday, May 14, 2011 15:32:44 UTC",18.8490,-64.6330,2.5,1.30, 4,"Virgin Islands region"
ak,10233404,2,"Saturday, May 14, 2011 15:29:30 UTC",52.0233,-175.5119,2.2,71.30,13,"Andreanof Islands, Aleutian Islands, Alaska"
ci,14985260,2,"Saturday, May 14, 2011 15:22:42 UTC",33.4823,-116.5605,1.1,10.00,42,"Southern California"
ci,14985252,2,"Saturday, May 14, 2011 15:05:13 UTC",33.3387,-116.3087,1.2,7.90,35,"Southern California"
pr,11134005,0,"Saturday, May 14, 2011 15:03:10 UTC",19.2780,-68.6210,3.3,78.80, 5,"Dominican Republic region"
uw,05141502,1,"Saturday, May 14, 2011 15:02:23 UTC",47.4123,-122.0749,1.2,16.90,11,"Seattle-Tacoma urban area, Washington"
us,c0003f1u,5,"Saturday, May 14, 2011 15:01:44 UTC",37.5349,141.1156,4.6,22.80,49,"near the east coast of Honshu, Japan"
nm,051411e,A,"Saturday, May 14, 2011 14:36:39 UTC",35.2039,-92.2072,2.5,6.70,10,"Arkansas"
nc,71570040,2,"Saturday, May 14, 2011 14:34:55 UTC",37.4568,-118.8253,1.4,9.20,29,"Central California"
ci,14985228,3,"Saturday, May 14, 2011 14:32:20 UTC",33.2407,-116.4228,1.8,5.00,76,"Southern California"
uw,05141419,0,"Saturday, May 14, 2011 14:19:26 UTC",46.1295,-122.4523,1.9,12.80,11,"Washington"
nc,71570025,4,"Saturday, May 14, 2011 14:18:23 UTC",39.2300,-123.1788,2.9,9.30,63,"Northern California"
nc,71570020,2,"Saturday, May 14, 2011 14:15:00 UTC",37.3182,-122.1008,1.5,5.70,28,"San Francisco Bay area, California"
us,2011kxb1,1,"Saturday, May 14, 2011 14:10:41 UTC",-32.8810,22.1200,4.1,5.00,17,"South Africa"
ci,14985212,2,"Saturday, May 14, 2011 13:40:40 UTC",32.6020,-115.3347,1.7,10.00,11,"Baja California, Mexico"
nc,71570005,3,"Saturday, May 14, 2011 13:35:41 UTC",38.8150,-122.8273,1.9,2.70,53,"Northern California"
ak,10236039,2,"Saturday, May 14, 2011 13:09:00 UTC",59.7683,-153.3145,2.0,120.00,31,"Southern Alaska"
nc,71050754,2,"Saturday, May 14, 2011 13:08:41 UTC",37.5345,-118.8662,1.9,7.30,14,"Central California"
nc,71569990,3,"Saturday, May 14, 2011 13:08:29 UTC",37.5412,-118.8677,2.0,7.70,42,"Central California"
nc,71569985,0,"Saturday, May 14, 2011 12:51:37 UTC",38.8252,-122.8035,1.0,3.30,21,"Northern California"
nc,71569980,3,"Saturday, May 14, 2011 12:49:54 UTC",38.8258,-122.8038,1.2,3.30,42,"Northern California"
nc,71569970,0,"Saturday, May 14, 2011 12:33:44 UTC",38.8152,-122.7905,1.0,2.30,17,"Northern California"
ak,10233372,2,"Saturday, May 14, 2011 12:14:20 UTC",51.4345,-175.8430,2.3,21.00,13,"Andreanof Islands, Aleutian Islands, Alaska"
uu,05141206,2,"Saturday, May 14, 2011 12:06:45 UTC",39.4357,-111.2053,1.2,3.00, 5,"Utah"
ak,10236037,2,"Saturday, May 14, 2011 11:54:43 UTC",59.8197,-152.3126,1.7,63.60,14,"Southern Alaska"
uu,05141147,2,"Saturday, May 14, 2011 11:47:25 UTC",39.4400,-111.2257,1.3,3.90, 6,"Utah"
us,c0003f0n,6,"Saturday, May 14, 2011 11:26:46 UTC",46.3904,142.9333,4.3,333.70,110,"Sakhalin, Russia"
ak,10233366,2,"Saturday, May 14, 2011 11:03:32 UTC",58.9400,-154.0653,2.1,107.60,15,"Alaska Peninsula"
ak,10236035,2,"Saturday, May 14, 2011 10:44:28 UTC",61.6986,-152.0263,1.3,103.60,14,"Southern Alaska"
ak,10233356,2,"Saturday, May 14, 2011 10:35:38 UTC",62.2940,-151.3769,2.1,90.00,37,"Central Alaska"
ak,10233351,2,"Saturday, May 14, 2011 10:27:28 UTC",63.0802,-150.9698,1.3,123.30,14,"Central Alaska"
us,c0003f0f,6,"Saturday, May 14, 2011 10:21:33 UTC",36.6309,70.9796,4.8,211.80,51,"Hindu Kush region, Afghanistan"
ci,14985188,2,"Saturday, May 14, 2011 10:10:13 UTC",32.6497,-115.7418,1.2,5.30,13,"Southern California"
uu,05141006,2,"Saturday, May 14, 2011 10:06:37 UTC",44.7355,-111.2197,2.0,5.90,19,"western Montana"
pr,11134002,0,"Saturday, May 14, 2011 10:05:46 UTC",18.3500,-68.9359,3.5,100.00, 5,"Dominican Republic region"
uu,05140948,2,"Saturday, May 14, 2011 09:48:13 UTC",44.7340,-111.2188,1.3,5.60,18,"western Montana"
ak,10236031,3,"Saturday, May 14, 2011 09:41:05 UTC",67.6223,-148.9734,1.5,9.90, 8,"northern Alaska"
